,title,description,price,points,cluster_label,cosine_similarity
19867,Sartori 2011 Estate Collection  (Amarone della Valpolicella),"Aromas of violet, iris, ripe black-skinned fruit, dried grape and a whiff of tobacco lead the way on this full-bodied charmer. The smooth, structured palate delivers dried cherry, raspberry compote, licorice and cake spice while velvety tannins provide support.",42.0,92,0,0.4606888828052871
10656,Losi Querciavalle 2011  Chianti Classico,"Ripe black-skinned berry, truffle, scorched soil, violet and a potpourri of kitchen spice are some of the aromas that emerge on this polished red. The smooth, delicious palate doles out juicy black cherry, black raspberry, licorice and chopped mint set in a framework of silky, supple tannins. Enjoy through 2018.",25.0,92,0,0.46066360685663355
50325,Tommasi 2009 Ca' Florian Riserva  (Amarone della Valpolicella Classico),"Mature black-skinned fruit, forest floor, leather and dark spice aromas come together on this hearty red. The full-bodied, assertive palate offers dried black cherry, prune, licorice and pipe tobacco framed in firm, fine-grained tannins. Drink 2017–2024.",100.0,90,0,0.46065862029783905
93432,Argentiera 2013  Bolgheri,"A blend of predominantly Cabernet Sauvignon and Merlot with 10% Cabernet Franc, this opens with black-skinned berry, scorched earth and cooking spice aromas. The concentrated palate delivers black currant, mocha and licorice flavors with a hint of black pepper, all set against a backdrop of fine-grained tannins. Drink through 2021.",65.0,90,0,0.4606446080465215
28263,Tenuta di Nozzole 2010 Riserva  (Chianti Classico),"This wine opens with aromas of black plum, grilled bell peppers, cedar and spice. The dense palate offers black cherry, espresso, chocolate and black pepper alongside firm but fleeting tannins.",50.0,89,0,0.4606081996238121
44141,Tenute Lunelli 2009 Lampante Riserva  (Montefalco Rosso),"Blue flower, ripe berry and baking spice aromas unfold in the glass of this blend of Sangiovese, Sagrantino, Cabernet and Merlot. The juicy palate delivers black cherry, vanilla, cinnamon and espresso alongside bracing tannins.",23.0,89,0,0.46055711994933074
92442,Fattoria San Felo 2012  Morellino di Scansano,"Aromas of ripe berry, allspice and blue flower lead the nose. On the palate, notes of white pepper and clove accent a core of juicy black cherry. Firm, fine-grained tannins provide the framework. Drink through 2016.",15.0,88,0,0.4604192664609255
98930,Fattoria San Felo 2012  Morellino di Scansano,"Aromas of ripe berry, allspice and blue flower lead the nose. On the palate, notes of white pepper and clove accent a core of juicy black cherry. Firm, fine-grained tannins provide the framework. Drink through 2016.",15.0,88,0,0.4604192664609255
3670,Michele Chiarlo 2012 La Court  (Barbera d'Asti Superiore),"Fresh and structured, this offers aromas of ripe dark-skinned berry, mature plum, violet, coffee and baking spice. On the smooth palate, notes of chocolate, chopped mint and clove accent the black cherry core. Bright acidity and fine-grained tannins provide balance and structure.",50.0,90,0,0.4604135503433769
50674,Michele Chiarlo 2012 La Court  (Barbera d'Asti Superiore),"Fresh and structured, this offers aromas of ripe dark-skinned berry, mature plum, violet, coffee and baking spice. On the smooth palate, notes of chocolate, chopped mint and clove accent the black cherry core. Bright acidity and fine-grained tannins provide balance and structure.",50.0,90,0,0.4604135503433769
93129,Nada Giuseppe 2013 Casot  (Barbaresco),"Leather, dried rose petal, licorice, mature berry and a whiff of camphor waft out of the glass. The structured palate offers dried black cherry, baking spice, dried herb and a hint of pipe tobacco. Assertive, fine-grained tannins and fresh acidity provide balance. Drink 2018–2023.",35.0,91,0,0.46040112476584316
79044,Ceretto 2012  Barolo,"This luminous red offers aromas of wild red berry, dark spice, menthol and a whiff of espresso. The ripe, rather straightforward palate offers raspberry, tart cherry, licorice, toast, mocha and tobacco alongside polished tannins. Drink 2017–2022.",55.0,89,0,0.46032088063517795
48977,Boffa 2012  Barbaresco,"This elegantly structured wine opens with aromas of perfumed berry, game, leather and a whiff of cake spice. The delicious palate delivers juicy dark-cherry and -berry flavors, with cinnamon, white pepper and anise alongside a backbone of fresh acidity and firm, fine-grained tannins. Drink 2018–2028.",30.0,93,0,0.4600643702110911
85585,Le Gode 2012  Brunello di Montalcino,"Classic Sangiovese aromas of new leather, wild berry, baking spice and a whiff of menthol lead the way on this full-bodied red. It's juicy and delicious, delivering crushed raspberry, fleshy black cherry, cinnamon and pipe tobacco framed in polished and velvety tannins. Drink now through 2027.",80.0,95,0,0.4597630079190838
31440,Castello di Monsanto 2011 Il Poggio Riserva  (Chianti Classico),"Aromas of underbrush, dark-skinned berry, espresso menthol and scorched soil lead the nose. On the elegant, structured palate, firm, polished tannins carry dried black cherry, raspberry, cinnamon toast and a touch of anise. Drink 2017–2023.",55.0,91,0,0.4596813194937146
8127,Castello Gabiano 2011 Adornes  (Barbera d'Asti Superiore),"This dense, savory wine has tobacco, black-skinned berry and red plum aromas and licorice, blackberry jam and black pepper flavors. Fine-grained tannins provide support. Drink through 2022.",41.0,89,0,0.45951337068567066
105301,Rocca di Frassinello 2013 Poggio alla Guardia  (Maremma Toscana),"Aromas of cedar, plum, red currant, clove and menthol unfold in the glass. An easy-drinking blend of 45% Merlot, 40% Cabernet Sauvignon and 15% Sangiovese, the juicy palate delivers black cherry, blackberry, ground pepper and licorice alongside soft, polished tannins. Drink through 2018.",25.0,88,0,0.4595039968320127
60302,Mirafiore 2011 Paiagallo  (Barolo),"A classic Nebbiolo fragrance of perfumed berry, rose petal, tilled soil, chopped herb and a whiff of baking spice pervades this firm, full-bodied wine. The chewy palate offers juicy black cherry, crushed raspberry, clove, anise and a hint of tobacco framed in firm, ripe tannins and vibrant acidity. Drink 2019–2026.",135.0,94,0,0.4594244264032171
72436,Ascheri 2013 Pisapola  (Barolo),"This wine's forest floor, new leather, wild berry, clove and balsamic aromas lead the way, along with a heady whiff of violet. Its smooth, structured palate evokes dried black cherry, crushed raspberry, cinnamon and white pepper, while tightly knit, polished tannins provide framework. Drink 2020–2030.",120.0,93,0,0.45939388081174454
60311,San Biagio 2011 Sorano  (Barolo),"Classically crafted, this impressive wine opens with alluring Nebbiolo aromas of mature dark berry, pine forest, leather, aromatic herb, baking spice and an earthy whiff of game. The full-bodied palate delivers juicy wild cherry, black raspberry, licorice, clove and tobacco alongside firm, refined tannins. It's already tempting but hold to let it fully develop. Drink 2018–2031.",46.0,94,0,0.45930131391744694
4285,Il Poggione 2009  Brunello di Montalcino,"This forward Brunello opens with a fruit and spice fragrance of ripe black berries, cinnamon and hot red pepper. The dense palate delivers fleshy black cherry, ripe black raspberry, black pepper and cake spices alongside dusty tannins.",85.0,90,0,0.459251787879651
89735,Antichi Vinai 1877 2011 Koinè  (Etna),"Underbrush, dried wild flower and aromatic herb aromas come together in the glass. The full-bodied palate offers dried black cherry, licorice, leather, mint and clove alongside firm, polished tannins. Drink soon to capture the remaining fruit flavors.",40.0,90,0,0.459156340165886
77929,Donnafugata 2015 Sherazade Nero d'Avola (Sicilia),"Made entirely from Nero d'Avola, this opens with ripe dark-skinned berry, exotic spice and blue flower scents. The straightforward, juicy palate delivers fleshy black cherry, blackberry and white pepper notes alongside firm, refined tannins. Enjoy through 2019.",20.0,89,0,0.458978057800183
76596,Feudo Principi di Butera 2013 Deliella Nero d'Avola (Sicilia),"Structured but elegant, this polished wine opens with scents of tilled earth, dark-skinned berry, dark baking spice and a delicate note of toasted almond. The smooth, full-bodied palate delivers juicy black cherry, crushed raspberry, cinnamon and white pepper while velvety tannins and fresh acidity lend balance and finesse.",90.0,93,0,0.45889749391018986
19119,La Selva 2013 Colli dell'Uccellina Riserva  (Morellino di Scansano),"Made with 85% Sangiovese and 15% Merlot, this has aromas of violet, black-skinned berry and a whiff of baking spice. The round, chewy palate offers ripe morello cherry, red currant, white pepper and a hint of game. Supple tannins and bright acidity give it an easy-drinking vibe.",26.0,88,0,0.4588755323936212
2569,Coli 2013 Pratale  (Chianti Classico),"This blend of Sangiovese, 10% Canaiolo and 10% Merlot offers aromas of violet, black plum and a whiff of baking spice. The simple but fleeting palate offers black cherry, raspberry and a hint of clove alongside mild tannins and fresh acidity.",13.0,86,0,0.4588144084491389
5523,Giovanni Rosso 2011 del Comune di Serralunga d'Alba  (Barolo),"This opens with earthy aromas of ripe dark fruit, scorched earth, game and truffle. The concentrated palate doles out juicy black cherry, crushed raspberry, sweet cake spice, tobacco and herb accompanied by firm, fine-grained tannins and a vein of fresh acidity.",53.0,92,0,0.4586493272573042
60089,Giovanni Rosso 2011 del Comune di Serralunga d'Alba  (Barolo),"This opens with earthy aromas of ripe dark fruit, scorched earth, game and truffle. The concentrated palate doles out juicy black cherry, crushed raspberry, sweet cake spice, tobacco and herb accompanied by firm, fine-grained tannins and a vein of fresh acidity.",53.0,92,0,0.4586493272573042
610,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),"Full-bodied and concentrated, this opens with aromas of crushed black plum, spicy blueberry, vanilla and dried sage. The dense, warm palate delivers dried black cherry, blackberry extract, oak and black pepper alongside velvety tannins. The soft acidity shows the heat of the vintage, so enjoy soon.",50.0,90,0,0.4586234234636543
80141,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),"This opens with a classic Sangiovese fragrance of crushed violet, blue iris, perfumed berry, underbrush and baking spice with a whiff of leather and menthol. Structured but elegant, the palate offers crunchy red cherry, juicy raspberry, white pepper clove and savory herb alongside a tannic backbone and fresh acidity. It has great aging potential. Drink 2016–2030.",45.0,95,0,0.4585063263773221
70501,Farnetella 2012  Chianti Colli Senesi,"Aromas of woodland berry, violet, underbrush and a hint of tilled earth lead the nose. The savory palate doles out fleshy black cherry, crushed raspberry, spice and a tobacco note. Firm but polished tannins support the juicy flavors.",16.0,88,0,0.45849074870853207
99845,Farnetella 2012  Chianti Colli Senesi,"Aromas of woodland berry, violet, underbrush and a hint of tilled earth lead the nose. The savory palate doles out fleshy black cherry, crushed raspberry, spice and a tobacco note. Firm but polished tannins support the juicy flavors.",16.0,88,0,0.45849074870853207
18132,Montevetrano 2013 Core Aglianico (Campania),"Aromas of ripe dark-skinned fruit and baking spice lead the nose. The palate delivers black cherry, raspberry compote and a hint of ground pepper while close-knit, fine-grained tannins grip the finish.",27.0,88,0,0.45827079255919434
100017,Castello La Leccia 2010 Bruciagna Gran Selezione  (Chianti Classico),"Aromas of Mediterranean herb, balsam, eucalyptus and dark berry lead the nose. The firm, elegant palate delivers juicy black cherry, dried blackberry, black pepper, clove, thyme, orange peel and anisette alongside youthfully austere but fine-grained tannins. Let this wine develop. Drink 2017–2022.",40.0,92,0,0.4582494588206141
109566,Gagliole 2012 Rubiolo  (Chianti Classico),"Bright and savory, this opens with aromas of blue flowers, mint, dark berry and an earthy whiff of underbrush. The firm palate doles out black cherry, crushed raspberry, peppermint and white pepper alongside firm, sleek tannins. Drink through 2020.",19.0,90,0,0.45823171729986056
113149,Brandini 2015 Filari Lunghi  (Dolcetto d'Alba),"This opens with aromas of black-skinned berry, licorice and spice. The savory palate delivers black cherry, almond and a touch of anise set against pliant tannins. Enjoy soon.",23.0,88,0,0.45822046175448206
88155,Luigi Oddero & Figli 2009 Specola  (Barolo),"Aromas of perfumed wild berry, red rose petal, truffle, mint, leather and a balsamic note all waft from the glass. The polished, structured palate delivers juicy red cherry, white pepper, cinnamon-spice and savory herb alongside firm but ripe tannins. Drink through 2024.",89.0,94,0,0.45804667531926047
75645,San Martino 2012 Arberesko  (Aglianico del Vulture),"Sunbaked earth, mature black-skinned fruit, blue flower, tobacco and new leather aromas waft out of the glass. The juicy, chewy palate doles out fleshy black cherry, blackberry, cinnamon, white pepper and a hint of game accompanied by ripe, solid tannins. Drink 2017–2027.",28.0,90,0,0.45796926995595133
85223,San Martino 2012 Arberesko  (Aglianico del Vulture),"Sunbaked earth, mature black-skinned fruit, blue flower, tobacco and new leather aromas waft out of the glass. The juicy, chewy palate doles out fleshy black cherry, blackberry, cinnamon, white pepper and a hint of game accompanied by ripe, solid tannins. Drink 2017–2027.",28.0,90,0,0.45796926995595133
19553,Fattoria Le Pupille 2011 Riserva  (Morellino di Scansano),"This structured red features aromas of tilled soil and ripe berry. The palate delivers violet, mature black cherry, crushed berry and ground white pepper alongside smooth, polished tannins. It's ripe and ready, so enjoy soon.",30.0,89,0,0.4579243116011624
74473,Fattoria Le Pupille 2011 Riserva  (Morellino di Scansano),"This structured red features aromas of tilled soil and ripe berry. The palate delivers violet, mature black cherry, crushed berry and ground white pepper alongside smooth, polished tannins. It's ripe and ready, so enjoy soon.",30.0,89,0,0.4579243116011624
13833,Pasqua 2012 Famiglia Pasqua  (Amarone della Valpolicella),"This opens with aromas of mature black currant and dark baking spice. The full-bodied palate offers mature black cherry, ripe blackberry, licorice and pipe tobacco alongside a backbone of firm, fine-grained tannins. Drink 2017 through 2022.",40.0,90,0,0.4578426134972801
76379,Pasqua 2012 Famiglia Pasqua  (Amarone della Valpolicella),"This opens with aromas of mature black currant and dark baking spice. The full-bodied palate offers mature black cherry, ripe blackberry, licorice and pipe tobacco alongside a backbone of firm, fine-grained tannins. Drink 2017 through 2022.",40.0,90,0,0.4578426134972801
105914,Marchesi di Barolo 2011 Coste di Rose  (Barolo),"Pretty aromas of blue flower, rose, wild berry and graphite lead the way. The firm palate delivers mature black cherry, raspberry, star anise, black pepper and chopped sage alongside bright acidity and tightly knit tannins that need to unwind. Drink 2018–2026.",90.0,91,0,0.45766830193761776
49144,I Veroni 2013  Chianti Rufina,"Sleek and fresh, this vibrant wine opens with aromas of dark berry, leafy underbrush, grilled porcini mushrooms and a whiff of tilled soil. The savory palate doles out juicy black cherry, clove, dried herb and anise alongside bright acidity and polished tannins. Drink through 2017.",18.0,90,0,0.4576120015358596
52178,Clavesana 2010 Olo  (Barolo),"It leads with dense aromas of black fruit, plum, spice and dried rose petals. The rich palate offers juicy black cherry and red raspberry accented with notes of white pepper, cinnamon clove and cocoa alongside bracing tannins. It closes on a note of black licorice. Drink 2020–2030.",25.0,91,0,0.4575470573396185
84544,Guado al Melo 2013 Atis  (Bolgheri Superiore),"Made with 80% Cabernet Sauvignon, 10% Cabernet Franc and 10% Merlot, this opens with aromas of black currant, cedar and a whiff of bell pepper. The firm palate delivers black cherry, licorice and white pepper alongside fine-grained tannins. Drink 2018–2023.",68.0,90,0,0.45750084520356815
82856,Tenute Salvaterra 2007 Cave di Prun Riserva  (Amarone della Valpolicella Classico),"Aromas of mature black-skinned berry, leather, pressed violet, baking spice and a balsamic note slowly emerge on this full-bodied red. The firmly structured palate offers dried black cherry, fig, mocha, tobacco and licorice alongside a backbone of fine-grained tannins. A coffee note closes the finish. Drink through 2022.",100.0,93,0,0.45749941005958444
28994,Giuseppe Gabbas 2011 Arbòre  (Cannonau di Sardegna),"This full-bodied red opens with aromas of ripe plum, vanilla, toast and mocha. The chewy palate doles out ripe blackberry, juicy black cherry, licorice, baking spice and a confectionary note alongside velvety tannins. It's already accessible so enjoy soon.",45.0,89,0,0.45745640355320216
73272,Giuseppe Gabbas 2011 Arbòre  (Cannonau di Sardegna),"This full-bodied red opens with aromas of ripe plum, vanilla, toast and mocha. The chewy palate doles out ripe blackberry, juicy black cherry, licorice, baking spice and a confectionary note alongside velvety tannins. It's already accessible so enjoy soon.",45.0,89,0,0.45745640355320216
38424,Tua Rita 2012 Perlato del Bosco Sangiovese (Toscana),"Made entirely with Sangiovese, this offers aromas of blue flowers and wild berries. The firm palate delivers black cherry, black raspberry, white pepper and clove while a note of orange zest lifts up the finish. Firm, fine-grained tannins deftly support the juicy flavors. Drink 2016–2020.",30.0,93,0,0.45725131220057547
30308,Castel di Pugna 2012 Ellera  (Chianti Colli Senesi),"Here's a blend of Sangiovese, Canaiolo Nero and Ciliegiolo that opens with aromas of dark skinned fruit, underbrush and a whiff of leather. The easygoing palate delivers ripe Morello cherry, crushed black cherry, savory herb and a balsamic note alongside fresh acidity and smooth tannins. There's not a lot of complexity but it is delicious.",29.0,89,0,0.4572385726166417
13594,Il Colle 2010  Brunello di Montalcino,"A few minutes in the glass releases quintessential Sangiovese aromas of ripe dark-skinned berry, underbrush, baking spice, tobacco, leather and a floral note. The elegant, balanced palate doles out juicy Morello cherry, crushed raspberry, cinnamon and white pepper alongside polished, velvety tannins and fresh acidity. It's already almost accessible but also shows staying power. Drink from 2018 through 2025.",46.0,95,0,0.45702099622718567
104434,Fattoria Torre a Cona 2011 Terre di Cino Sangiovese (Toscana),"Aromas of underbrush, blue flowers, dark berries and a whiff of menthol unfold in the glass. The supple palate offers fleshy wild cherry, black raspberry, licorice, mint and white pepper alongside firm but fine-grained tannins. Drink 2016–2021.",30.0,92,0,0.4568724273627363
92266,Podere Brizio 2010  Brunello di Montalcino,"Baking spice, leather, menthol, chopped mint and ripe berry aromas come together on this elegantly structured wine. The firm palate shows mature black cherry, raspberry jam, anise, cinnamon and dried sage while assertive, fine-grained tannins provide support. Drink 2020–2032.",55.0,93,0,0.45686579389881254
1991,Santi 2010  Amarone della Valpolicella Classico,"Aromas of ripe black plum, underbrush and exotic spice come together on this brawny red. The firm palate offers black cherry extract, blackberry jam, licorice and mocha alongside chewy tannins.",50.0,88,0,0.4566637488497728
29411,Castelgiocondo 2010  Brunello di Montalcino,"This structured red opens with aromas of tilled earth, mature plum, toasted oak, leather and a whiff of cellar floor. The vibrant palate delivers crushed black cherry, plum cake, cinnamon and dried sage, with assertive tannins and bright acidity. It closes on a licorice note. Drink 2018–2030.",79.0,91,0,0.45662876465634994
60090,Brezza 2012  Barbera d'Alba Superiore,"Mature dark-skinned berry, leather, forest floor, eucalyptus and dark cooking spice aromas come together in the glass. The delicious palate doles out juicy black cherry, blackberry, white pepper, clove and licorice alongside round, chewy tannins.",30.0,92,0,0.45661914788241337
65511,Brezza 2012  Barbera d'Alba Superiore,"Mature dark-skinned berry, leather, forest floor, eucalyptus and dark cooking spice aromas come together in the glass. The delicious palate doles out juicy black cherry, blackberry, white pepper, clove and licorice alongside round, chewy tannins.",30.0,92,0,0.45661914788241337
18926,Badia di Morrona 2011 Vigna Alta Sangiovese (Toscana),"Made entirely from Sangiovese, this opens with delicate black-skinned fruit and baking spice aromas. The straightforward palate delivers black cherry jam, cooking spice and white pepper flavors, rounded with ripe tannins. Enjoy soon.",45.0,89,0,0.4565983755972349
7682,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),"Made entirely with organically farmed Sangiovese, this opens with aromas mature black-skinned fruit, French oak, exotic spice and a whiff of blue flower. The vibrant palate is both elegant and structured, delivering juicy black cherry, pomegranate, mocha, licorice and a potpourri of cooking spice. It's well balanced, with bright acidity and fine-grained tannins. It already dazzles, but hold for even more complexity. Drink 2018–2028.",120.0,93,0,0.4564300822852583
93467,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),"Made entirely with organically farmed Sangiovese, this opens with aromas mature black-skinned fruit, French oak, exotic spice and a whiff of blue flower. The vibrant palate is both elegant and structured, delivering juicy black cherry, pomegranate, mocha, licorice and a potpourri of cooking spice. It's well balanced, with bright acidity and fine-grained tannins. It already dazzles, but hold for even more complexity. Drink 2018–2028.",120.0,93,0,0.4564300822852583
80146,Marchesi Antinori 2010 Badia a Passignano Gran Selezione  (Chianti Classico),"This opens with subtle aromas of dark berry, tobacco and exotic spice. The vibrant palate is more expressive, delivering a core of juicy black cherry accented by notes of raspberry, white pepper, vanilla, licorice and savory herb. This finessed wine is still young, but structured with tightly knit, yet fine-grained tannins. Drink 2016–2025.",60.0,94,0,0.4564134805462232
64521,Badia a Coltibuono 2012 RS  (Chianti Classico),"Dark berry, pressed violet, toast and a whiff of espresso lead the nose of this savory, easy-drinking red. The ripe, round palate delivers juicy wild cherry, black raspberry, clove and mocha. It's already extremely accessible, with supple tannins.",15.0,90,0,0.45636081017377583
36268,Fontanavecchia 2007 Vigna Cataratte Riserva  (Aglianico del Taburno),"Here's a bold wine that opens with aromas of underbrush, tilled soil and black plum. The juicy palate delivers ripe blackberry and rich black cherry accented by cinnamon, black pepper, chocolate and licorice. This is a big wine with enveloping, velvety tannins. The only drawback here is the evident alcohol, but the fruit is delicious. This at its peak so drink soon.",40.0,90,0,0.45629328942788006
20118,Ciacci Piccolomini d'Aragona 2014  Rosso di Montalcino,"Fresh and fragrant, this opens with lovely scents of woodland berry, blue flower and a whiff of baking spice. The smooth, juicy palate delivers succulent black cherry, star anise, chopped herb and a hint of pipe tobacco alongside firm acidity and polished tannins.",17.0,89,0,0.45628081342574356
29283,Rainoldi 2010 Fruttaio Cà Rizzeri  (Sforzato di Valtellina),"Aromas of oak, chocolate, nutmeg and spiced plum lead the nose of this robust wine. The ripe palate delivers dried black cherry, licorice, tobacco and baking spice alongside firm, fine-grained tannins. Drink through 2020.",55.0,90,0,0.45609386956699666
13970,Felsina 2013 Berardenga  (Chianti Classico),"Dark berry, underbrush and tobacco aromas lead the nose of this vibrant, structured wine while the palate doles out black cherry, fresh raspberry, licorice and clove. Fresh acidity and supple tannins balance the juicy flavors. Drink through 2018.",26.0,92,0,0.45578459040191394
3980,Vite Colte 2016 Rossofuoco  (Barbera d'Asti),"Made from organic grapes, this bright red opens with violet, red-skinned berry and white pepper scents. The juicy palate doles out ripe raspberry, red cherry and star anise notes, with fresh acidity and velvety tannins. Enjoy through 2020.",19.0,89,0,0.45577465063866973
13905,Novaia 2010 Corte Vaona  (Amarone della Valpolicella Classico),"Intense fragrances suggest blue flower, leather, truffle, ripe black fruit and spice. The savory palate delivers layers of sweet black cherry, crushed plum, black pepper, mocha and baking spices alongside firm, velvety tannins and fresh acidty. It's already accessible but will develop more complexity. Drink 2015–2025. North Berkeley Imports, Glazer's.",70.0,93,0,0.45549487552912504
51435,Fattoria di Magliano 2011 Perenzo  (Maremma Toscana),"This Syrah opens with aromas of scorched earth, ripe black-skinned fruit, game and dark cooking spice. The dense palate offers blackberry, black currant, licorice and tobacco alongside firm but fine-grained tannins.",65.0,90,0,0.4554228470441494
111697,Zonin 2012  Amarone della Valpolicella,"Baked plum, crushed violet, chewing tobacco and roasted coffee bean aromas lead the nose on this full-bodied red. The structured palate offers dried black cherry, raspberry jam, mocha and licorice alongside firm, polished tannins. Drink 2017–2024.",50.0,90,0,0.45541789363090396
78995,Rivetti Massimo 2012 Serraboella  (Barbaresco),"Ripe dark berry, sweet cake spice and pipe tobacco are just some of the aromas you'll find on this stunning wine. The palate shows structure and finesse, doling out black cherry, raspberry, black pepper, clove and anise alongside firm, velvety tannins and bright acidity.",90.0,93,0,0.4553308493021752
37894,Massi di Mandorlaia 2011 Mandorlaia Riserva  (Morellino di Scansano),"Aromas of mature black fruit, tobacco and a hint of leather lead the nose on this structured blend of Sangiovese and 15% Alicante Bouschet, Merlot and Cabernet. The palate delivers dried cherry, licorice and espresso alongside tightly knit, chewy tannins.",34.0,88,0,0.45515979831228215
73498,Massi di Mandorlaia 2011 Mandorlaia Riserva  (Morellino di Scansano),"Aromas of mature black fruit, tobacco and a hint of leather lead the nose on this structured blend of Sangiovese and 15% Alicante Bouschet, Merlot and Cabernet. The palate delivers dried cherry, licorice and espresso alongside tightly knit, chewy tannins.",34.0,88,0,0.45515979831228215
57290,Castellare di Castellina 2013  Chianti Classico,"This pretty expression of Sangiovese and 5% Canaiolo opens with aromas of wild berry, plum, violet, wet earth and a whiff of Mediterranean herb. The lively, easy-drinking palate delivers sour cherry, black raspberry, black pepper and espresso alongside sleek tannins and bright acidity.",24.0,89,0,0.45515188249208244
105027,Trerè 2015 Sperone Red (Romagna),"Made with 85% Sangiovese and 15% Cabernet Sauvignon, this opens with aromas of black-skinned berry, underbrush and bell pepper. The straightforward palate shows black plum, tobacco and baking spice alongside round tannins. Drink soon.",18.0,87,0,0.45511061658353724
92277,Siro Pacenti 2011 Vecchie Vigne  (Brunello di Montalcino),"Underbrush, sun-baked earth, black spice, menthol and mature dark-skinned fruit aromas jump out of the glass. The bold, full-bodied palate doles out raspberry jam, ripe Marasca cherry, ground pepper and licorice alongside firm, fine-grained tannins that provide seamless support. It's brawny and bold but the refined tannins also lend a measure of finesse.",70.0,93,0,0.4549532375013554
42754,Colombera & Garella 2012 Pizzaguerra  (Lessona),"A savory blend of 95% Nebbiolo and 5% Vespolina, this opens with lovely scents of fragrant purple flower, tilled soil, woodland berry, dark spice, new leather and a whiff of chopped herb. The polished palate offers mouthwatering black cherry, crushed raspberry, baking spice and star anise framed in firm, elegant tannins. Drink 2017–2024.",35.0,93,0,0.4549408695314209
62291,Cantina del Pino 2010  Barbaresco,"Vibrant and elegant, this opens with aromas of bright red berry, rose petal and savory herb. The sleek palate delivers juicy wild cherry, crushed raspberry, white pepper and intense licorice alongside firm but fine-grained tannins and bright acidity. It's impeccably balanced. Drink 2018–2028.",44.0,91,0,0.4549168522919894
20704,La Togata 2011  Brunello di Montalcino,"Wild berry, exotic spice, crushed violet and a whiff of Mediterranean herb aromas lead the way. The polished, austere palate offers up dried black cherry, leather, anise and white pepper framed in assertive tannins. Give this a few more years to soften then enjoy. Drink from 2019 through 2024.",120.0,90,0,0.45451585603595757
9384,I Giusti e Zanza 2012 Dulcamara Red (Toscana),"Made with Cabernet Sauvignon, Merlot and a drop of Petit Verdot, this deeply colored wine offers aromas black plum, dried cherry and clove. The round, ripe palate doles out mature black cherry, blackberry, licorice and black pepper alongside firm, chewy tannins.",60.0,90,0,0.454251937818187
2497,Cramele Recas 2015 Dreambird Merlot (Romania),Aromas of black berry and black cherry lead to flavors of cherry vanilla and red plum before a soft tannic finish.,7.0,86,0,0.4542441601760558
47084,Cramele Recas 2015 Dreambird Merlot (Romania),Aromas of black berry and black cherry lead to flavors of cherry vanilla and red plum before a soft tannic finish.,7.0,86,0,0.4542441601760558
37699,Marilena Barbera 2011 Microcosmo Red (Sicilia),"A blend of Perricone and Nerello Mascalese, this juicy red opens with aromas that recall ripe berry, Mediterranean spice and an earthy whiff of tilled soil. The firm but accessible palate offers ripe black cherry, crushed raspberry and baking spice. Velvety tannins provide the framework.",28.0,88,0,0.4542396533415509
66636,Cantalici L'Antica Fornace di Ridolfo 2013 Baruffo  (Chianti Classico),"Underbrush, moist soil, menthol and woodland berry aromas unfold in the glass. The structured palate offers ripe black cherry, raspberry, licorice and a hint of mocha alongside fine-grained tannins and bright acidity.",22.0,91,0,0.45421720435909246
43199,Barone Ricasoli 2013 Brolio  (Chianti Classico),"Fresh aromas of red berry, violet and aromatic herb lead the nose of this blend of 80% Sangiovese, 15% Merlot and 5% Cabernet Sauvignon. The vibrant palate delivers wild cherry, crushed raspberry, white pepper and a hint of coffee alongside bright acidity and silky tannins. Drink through 2017.",24.0,90,0,0.45420216798515406
114343,Abbazia di Novacella 2013 Riserva Lagrein (Alto Adige),"This opens with aromas of blackberry, ground pepper and a whiff of graphite. The juicy savory, palate offers ripe black cherry, clove and licorice alongside fresh acidity and chewy tannins. Drink through 2021.",38.0,90,0,0.45416444450787935
102988,Ciacci Piccolomini d'Aragona 2011  Brunello di Montalcino,"Earthy and structured, this opens with aromas suggesting underbrush, grilled porcini, sunbaked earth, wild berry and dried aromatic herb. The big, bold palate doles out layers of mature black cherry, raspberry jam, licorice, sage, tobacco and black tea. Firm, velvety tannins provide structure and finesse. Drink 2019–2029.",60.0,93,0,0.45411959221564896
33357,Hauner 2010 Rosso Antonello Red (Salina),"A blend of 60% Nero d'Avola, 30% Sangiovese and 10% Corinto, this structured wine opens with fragrances of mature plum, resin and a balsamic note. The dense palate offers chewy tannins and delivers succulent flavors of black cherry and ripe black berry that are layered with black pepper, clove and mocha.",36.0,90,0,0.453888311964258
65413,Morisfarms 2011 Riserva  (Morellino di Scansano),"Underbrush, blackberry, blue flower and mocha lead the nose on this blend of Sangiovese, Cabernet Sauvignon and Syrah. The dense palate offers cassis, black cherry, black pepper, espresso and licorice alongside youthfully assertive tannins. Drink 2016–2021.",33.0,90,0,0.4538684146625785
73610,Morisfarms 2011 Riserva  (Morellino di Scansano),"Underbrush, blackberry, blue flower and mocha lead the nose on this blend of Sangiovese, Cabernet Sauvignon and Syrah. The dense palate offers cassis, black cherry, black pepper, espresso and licorice alongside youthfully assertive tannins. Drink 2016–2021.",33.0,90,0,0.4538684146625785
