,title,description,price,points,lda_label,3
41093,Brigadoon 2016 Pinot Blanc (Willamette Valley),"This clean, fresh and fine-tuned wine brings apple, green melon and green leaf flavors together, with a burst of tangy acidity. A perfect pour for pasta and poultry dishes.",18.0,88,3,0.9490541901008894
67088,Zantho 2014 Grüner Veltliner (Burgenland),"Intriguing hints of passion fruit and tomato leaf play about the nose and lead to a very slender, slight body with ample freshness. There is more zest than fruit on the succinct palate.",13.0,88,3,0.9490535241902361
19813,Producteurs Plaimont 2007 Colombelle White White (Vin de Pays des Côtes de Gascogne),"Fragrant and floral, this is a deliciously easy wine, a blend of the local Gascon Colombard grape with Ugni Blanc. There are flavors of grapefruit, white fruits and a light, crisp green aftertaste. Screwcap.",8.0,85,3,0.9490521752523394
36504,Bodegas Muriel 2015 Vendimia Seleccionada Viura (Rioja),"Pear and melon aromas are mild but clean. This is slightly crisp and tangy, with good grip. Lightly brined citrus flavors finish steady. Overall this qualifies as a nice everyday white.",12.0,87,3,0.9490363756065009
9802,Sedosa 2015 Rosé (Vino de la Tierra de Castilla),"Clean, stony aromas are more neutral than fruity. This feels good and standard, with fresh acidity. Mild flavors of citrus, stone fruits and yeast fade quickly on the finish.",14.0,86,3,0.9490354983796714
64293,Montecillo 2005 Crianza  (Rioja),"Solid, fragrant and as you'd expect, but also high-acid and nervy. Otherwise, this is a perfectly good quaffing Rioja; it's sort of sharp but food-friendly, with tangy cherry and raspberry flavors. Not sour but angular on the palate.",11.0,85,3,0.9490354207711769
49306,Anne Amie 2011 Cuvée A Pinot Noir (Willamette Valley),"This is a light, simple wine, mixing tart cranberry fruit with streaks of leaf and stem. The rather low alcohol and overall lightness makes it a good summer quaffing red.",22.0,85,3,0.9490310984314769
23093,Bret Brothers 2014 Climat La Colonge  (Pouilly-Loché),This wine comes from less than an acre in Mâcon's smallest appellation. The result is a tight wine with a steely edge. Strong citrus and crisp apple flavors are lifted by the nervy acidity and finished with a shot of lemon juice. Let this wine calm down and drink from 2017.,43.0,87,3,0.9490290353234903
32016,J. Scott Cellars 2010 Pinot Blanc (Willamette Valley),"Tart to the edge of sour, this is made for hot weather drinking. Lemon, lime and sour orange fruit with plenty of acidity and a solid, clean, crisp finish.",15.0,87,3,0.9490231533478035
106375,Marqués de Irún 2014 Verdejo (Rueda),"This is a solid Verdejo with stony aromas of citrus fruits, grapefruit in particular. A palate with citric acidity creates a fresh platform for orange and grapefruit flavors. A round plump finish with briny citrus flavors is a good ending.",11.0,87,3,0.9490209802976161
110485,Marqués de Irún 2014 Verdejo (Rueda),"This is a solid Verdejo with stony aromas of citrus fruits, grapefruit in particular. A palate with citric acidity creates a fresh platform for orange and grapefruit flavors. A round plump finish with briny citrus flavors is a good ending.",11.0,87,3,0.9490209802976161
81535,Casas del Bosque 2008 Reserva Sauvignon Blanc (Casablanca Valley),"Whispy and lightweight on the nose, with hints of celery, sweat and passion fruit. There's not a ton to say about this pedestrian but well-made Sauvignon. It is citrusy with a touch of bell pepper, and it finishes in a comfortable way. Classic everyday SB from Casablanca is what this tastes, smells and feels like. Drink now.",10.0,86,3,0.9490197797316421
39861,Emmerich Knoll 2014 Loibner Smaragd Riesling (Wachau),"A nose of pure lemon zest also has the faintest notions of juniper and bitter orange peel that seem to assert themselves more on the slender, sylph-like body of this incisive wine. That lemony purity illuminates the taut palate and highlights those spicy reaches that are merely hinted at. A subtle wine of immense charm.",41.0,94,3,0.9490132864176457
37612,Caligiore 2008 Grazioso Torrontés (Mendoza),"Peachy aromas are friendly, while the palate has a good feel to it along with green flavors of melon, lime and fresh veggies. Finishes with fruit, dryness and a touch of bitterness, yet in the end it fails to deliver on the promise of the bouquet.",10.0,84,3,0.9490076137424387
59810,Piocho 2014 Sauvignon Blanc (Happy Canyon of Santa Barbara),"Petrol, sliced tennis ball and fresh-cut grass show on the nose of this bottling that is boosted in the suavity category by 13% Sémillon. It's immediately lively on the tongue, with soda and lime-pith energy giving tension to the Anjou pear skins and kumquat fruit.",21.0,89,3,0.9490070551059102
29821,j.brix 2013 The Augur Kick On Ranch Vineyard Riesling (Santa Barbara County),"Aromas of Key lime skins and lemon bar cookies hide a slight but typical petrol note on this wine from the San Diego County-based producer. It's slightly sour on the citrusy palate, with balanced acidity and a chalky grip.",25.0,88,3,0.9489982931392785
87224,Left Coast Cellars 2009 Truffle Hill Chardonnay (Willamette Valley),"There is a somewhat disjointed aspect to the mouthfeel of this wine, and some light and unusual floral scents that don't follow through as flavors. Clean, simple fruit and light cracker flavors come and go rather quickly. Two bottles tasted.",20.0,85,3,0.9489941399948949
105002,Morandé 2012 Reserva Pinot Grigio (Casablanca Valley),"Plump aromas of melon and almond candy announce a chunky palate with citric acidity. Pithy orange and melon flavors are straightforward, with some sweetness. Consider this a decent, generic white wine.",14.0,83,3,0.9489827663228482
52423,Misiones de Rengo 2008 Sauvignon Blanc (Central Valley),"The bouquet delivers moderate citrus and snap, while the palate offers midlevel varietal flavors of lime and generic citrus. There's a smattering of green-herb character, while the finish is peppery, light, a touch watery but fresh. Drink soon and it should elicit more smiles than frowns.",10.0,85,3,0.9489811597688383
77216,Protos 2011 Verdejo (Rueda),"Melon and green fruit aromas have a pinch of almond bitterness. This feels fresh but low in volume, with standard apple and green melon flavors. It finishes soft, with notes of mustard seed and fennel.",15.0,85,3,0.9489806198244759
14699,Luis Felipe Edwards 2015 Marea Sauvignon Blanc (Leyda Valley),"Punchy, grassy aromas of citrus and tropical fruits capture most of what's good about coastal Chilean SB. This feels angular, fresh and minerally, with flavors of tangerine, lime, lemon and grapefruit. A tangy, lasting finish is pure Leyda.",25.0,89,3,0.9489715909216765
85874,Aconga 2011 Chenin Blanc-Chardonnay (Mendoza),"Floral and citrusy smelling, with a lightness of being. Feels equally lean and light in the mouth, with fresh, floral flavors revolving around lychee and lime. Tropical and basic on the finish, with an easygoing way about it.",9.0,85,3,0.9489647089579502
58054,Bodega Volcanes de Chile 2015 Reserva Sauvignon Blanc (Leyda Valley),"Dusty aromas offset by lime, nettle and snap pea scents get this off to a good start. A direct, stony, minerally palate with tangerine, bell pepper and jalapeño flavors finishes with a controlled level of pyrazinic bitterness.",13.0,88,3,0.948952481854679
52133,Coffele 2011  Soave Classico,"Here's an easy-drinking Soave Classico that opens with fresh fruit, citrus and a dusty touch of mineral at the back. Crisp and bright, it would pair with light summer meals.",15.0,86,3,0.948952022213416
22764,Brander 2012 Mesa Verde Vineyard Sauvignon Blanc (Santa Ynez Valley),"Fans of sharply scented Sauvignon Blancs will be happy with this bottling, which features a strong nose of green pear skin and freshly cut lawn. It is fairly flat upon sipping, though, with a bit of Granny Smith apple tang and faint lemongrass.",22.0,85,3,0.9489508352306054
109073,Dionysos 2010 Moschofilero-Moschato White (Peloponnese),"Simple but satifisfying, this wine exhibits good fruit, pretty aromatics and a spicy kick. It's a little out of focus and lacks acidity, but overall, this is a pleasing everyday white.",18.0,84,3,0.948941026567229
24738,Sherwood Estate 2010 Sauvignon Blanc (Marlborough),"Marked by a touch of struck flint on the nose, this wine delivers Sherwood's customary fresh nettle-like aromas and flavors. It's grassy and pungent yet light and zesty in style, with enough citrus fruit to help the greens go down easily. Drink now.",15.0,88,3,0.9489316806822898
38977,Tercos 2015 Torrontés (Salta),"Flat aromas barely press Torrontés's standard tropical fruit button. Plump, easygoing and soft on the palate, this tastes lightly of passion fruit and lychee, while a mild banana and melon character drives the finish.",14.0,84,3,0.9489259584374178
26219,Santa Julia 2016 [+] Pinot Grigio (Mendoza),"A mix of floral, tropical and citrus aromas is more than fine. A snappy citric palate is racy and high in cleansing acidity. Citrus flavors are plain and simple, while this is entirely clean and fresh on the finish.",10.0,87,3,0.9489250437597686
69788,Leth 2016 Steinagrund Grüner Veltliner (Wagram),"Exuberant notes of tropical passion fruit rise from the glass in this unusually aromatic Grüner Veltliner. Citrusy freshness pervades everything, giving lively direction to the bright, slightly spritzy palate. The finish is zesty, clean and refreshing.",18.0,90,3,0.948924463811433
74397,Mount Horrocks 2002 Riesling (Clare Valley),"Zippy and fresh in the mouth, well balanced, with eye-opening fresh green herb and lemon peel flavors. The same green herb, plus some petrol, shows on the nose. A gravelly, minerally finish brings it to a dry close.",21.0,88,3,0.9489131531039973
12750,Con Carne 2011 Sauvignon Blanc (Central Valley),"The bouquet is neutral except for a spot of lemon-lime. The palate is clean and balanced, with decent weight and fresh acidity. Flavors of green fruit, scallion, mineral and herb fall off on the finish. Drink immediately.",10.0,86,3,0.9489113066575866
56129,Reustle 2010 Sauvignon Blanc (Umpqua Valley),"Very sharp and acidic, with a powerfully grassy core. It might be thought of as Loire valley-style Sauvignon Blanc, but without the minerality. Herb and lemon rind flavors dominate.",21.0,85,3,0.9489065759282506
11854,Stadt Krems 2012 Steinterrassen Riesling (Kremstal),"Fresh, fragrant and aromatic, this is a clean, clear, limpid wine. Its white fruit flavors are refreshingly crisp, offering delicious acidity. Finishes with a lively citrus aftertaste. Screwcap.",28.0,89,3,0.948904507557158
36181,Stadt Krems 2012 Steinterrassen Riesling (Kremstal),"Fresh, fragrant and aromatic, this is a clean, clear, limpid wine. Its white fruit flavors are refreshingly crisp, offering delicious acidity. Finishes with a lively citrus aftertaste. Screwcap.",28.0,89,3,0.948904507557158
110877,Woodstock Collection 2016 Misty Roses Rosé (Santa Barbara County),"There are extreme amounts of citrus on the nose of this bottling, particularly reminiscent of fresh-squeezed grapefruit juice, as well as an edgy, crushed slate minerality. The grapefruit character explodes on the sip, which is very refreshing, unique and compelling.",29.0,89,3,0.9489001589689079
106846,Malibràn 2011 Ruio Brut  (Conegliano Valdobbiadene Prosecco Superiore),"An easy match to finger foods or appetizers, this lively Brut sparkler shows tonic perlage and fresh notes of white fruit, grapefruit and crushed stone. Its bright acidity will help keep the palate refreshed and clean.",22.0,87,3,0.9488993209522562
69810,Artisan Wines DI Franz Scheider 2015 Pure St. Laurent (Burgenland),"This wine hits the nose with red cherry vibrancy. That almost dramatic fruit also fills the palate with its easy juiciness. This may be simple and light, but its absolute fruitiness makes it great for summer sipping, especially with a slight chill.",15.0,90,3,0.9488986147029708
99348,Artisan Wines DI Franz Scheider 2015 Pure St. Laurent (Burgenland),"This wine hits the nose with red cherry vibrancy. That almost dramatic fruit also fills the palate with its easy juiciness. This may be simple and light, but its absolute fruitiness makes it great for summer sipping, especially with a slight chill.",15.0,90,3,0.9488986147029708
116195,Marqués de Riscal 2010 Rosé (Rioja),"Neutral on the nose, with peachy sweetness and softness that suggests it's beginning to fade. Feels honest but light, with pithy, neutral melon and red apple flavors. Dry but sort of bland; still upright. Drink right away.",10.0,84,3,0.9488927049527187
91082,Frenzy 2009 Sauvignon Blanc (Marlborough),"This value-priced offering starts off with slightly subdued notes of passion fruit, but gains a bit of intensity on the palate. It's a simple, tropically fruity Sauvignon Blanc with a soft, easygoing finish.",10.0,87,3,0.9488898925365095
33178,Grÿphus 2015 Sauvignon Blanc (Maule Valley),"The basic aromas of grapefruit, green herbs and stone fruits are generic. This feels young, fresh and fruity, with flavors of lime and grapefruit that end in standard fashion.",11.0,85,3,0.9488576370491559
13531,Melipal 2008 Rosé Malbec (Mendoza),"Raspberry and cherry aromas are light and pleasing, while the palate exhibits those same friendly and inviting raspberry flavors along with some citrus. A fresh and clean wine, nothing more or less. But it manages to rise above the masses via its focus, length and purity.",13.0,87,3,0.948846555521241
100000,Ressò 2016 Old Vines Garnacha Blanca (Catalunya),"Tan in color, with uncomplicated but friendly melon and apple aromas, this feels electric on the palate due to high acidity. The mix of citrus and stone-fruit flavors is lean, tight and lasting on the finish.",8.0,87,3,0.9488442024111281
40240,Claiborne & Churchill 2006 Dry Gewürztraminer (Central Coast),"The winery makes one of the most consistent and food-friendly Gewürztraminers in the state, and the 2006 continues that tradition. Bone dry in the Alsatian style, it's high in zesty acidity, and shows spicy flavors of citrus fruits, apples and wildflowers.",18.0,87,3,0.9488395302218562
1970,Paraduxx 2016 Rosé (Napa Valley),"Pretty pink in color, this wine is inviting in aromatics, offering a depth of fresh strawberry and watermelon atop a substantial mouthfeel of body and weight. It finishes balanced and dry.",32.0,90,3,0.948839155395653
30943,Paraduxx 2016 Rosé (Napa Valley),"Pretty pink in color, this wine is inviting in aromatics, offering a depth of fresh strawberry and watermelon atop a substantial mouthfeel of body and weight. It finishes balanced and dry.",32.0,90,3,0.948839155395653
19371,Civielle - Cantina della Valtenesi e della Lugana 2010 Chiaretto Pergola  (Garda Classico),"Rosé Chiaretto Pergola (made mostly with Groppello grapes) opens with a vinous note of fresh grapes and raspberry followed by almond skin and white mushroom. It's an easy, no-fuss wine with a zesty, acidic finish.",15.0,84,3,0.9488350284298217
82985,Protos 2016 Verdejo (Rueda),"This wine's citrus, cactus and dusty yeast aromas make for a solid entry. Its light, slightly dilute palate delivers lime, orange peel and green herb flavors into a steady, lasting finish.",14.0,88,3,0.9488294558961787
36905,Le Charmel 2014 Sur Lie  (Muscadet Sèvre et Maine),"The wine is fine, fresh and crisp. It has balanced acidity and lively pink grapefruit fruit flavors that give the wine a good, clean, clear character. There is a juicy bright, refreshing aftertaste. Drink now.",12.0,85,3,0.9488244470056474
846,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),"This is a pleasant white wine, albeit rather generic, as Pinot Blanc is prone to be. Crisp apple flavors and a touch of grapefruit are the focus. Drink chilled and enjoy it while it's still young and fresh.",29.0,87,3,0.9488204171737192
21990,Brancott 2001 Reserve Sauvignon Blanc (Marlborough),"This restaurant favorite struts its stuff in the nose, providing an ample blast of pungent grapefruit, passion fruit and mint. The palate is mildly grassy, with yet more grapefruit along with touches of flint and stone. The finish is clean and proper, with citrus flavors flowing on a stream of vital acidity.",18.0,88,3,0.9488178031618995
15242,Castel Firmian 2014 Pinot Grigio (Trentino),"Lightly scented, this straightforward, easygoing wine offers delicate apple and citrus sensations. It's lean but refreshing, with a racy acidity that gives it a crisp, clean finish.",15.0,85,3,0.948812671554144
9813,Bodegas Peñafiel 2015 Alba de Sierra Verdejo (Rueda),"Apple and citrus aromas are a touch briny. This feels pulpy, with standard weight and balance. Dry bready yeasty melon and white-fruit flavors finish with a salty side note.",14.0,86,3,0.9488006454228438
88032,Van Loveren 2016 Christina The Heritage Collection Sauvignon Blanc (Western Cape),"Fresh and vibrant, this offers lively notes of green gooseberry as well as lime pith and leaf that continue on to the light, zippy palate. It's clean, bright and easy to drink, with a saline accent on the close. Drink now.",19.0,88,3,0.9487963872986009
42191,Julia's Dazzle 2014 Rosé (Horse Heaven Hills),"This gris-de-gris-style wine is a pretty, pale salmon color. Aromas of cherry, watermelon and mineral lead to lightly spritzy, slightly off-dry fruit flavors and a fresh, drawn-out finish.",16.0,89,3,0.9487929680266217
46378,Borra 2014 Limited Release Vermentino (Lodi),"It's fun to try this wine from an Italian grape variety that is rare in California. It tastes unusually lean and tangy, with earthy aromas. Dry and taut on the palate, it has a mineral or metallic tinge to the rather austere fruit flavors.",22.0,86,3,0.9487795367273366
111640,Pagos del Rey 2008 Bajoz Ovacion Verdejo (Rueda),"Flat and fleshy smelling, with little zap and only soft green fruit aromas. The palate maintains some tang and citrus, while flavors of lemon and tangerine are chunky, loud and lean toward bitter on the finish.",11.0,83,3,0.9487759871687433
17117,Covey Run 2000 Chenin Blanc (Washington),"Almost no one makes a dry chenin anymore. This is off-dry, fruity and simple, showing nothing of the complexity this grape can achieve if treated right. Citrusy fruit, slightly sugary finish.",7.0,85,3,0.9487429556422117
34718,Hirsch 2016 Hirschvergnügen Grüner Veltliner (Niederösterreich),"A touch of miso mingles with green-pear fruit on the palate. There also is a cool touch of cucumber and a suspicion of white pepper. The palate is slender, fresh and clean. This almost has thirst-quenching qualities and is delicious without being simple.",120.0,90,3,0.9487422118742127
116378,Syncline 2010 Underwood Mountain Vineyard Grüner Veltliner (Columbia Gorge (WA)),"Showing excellent varietal character, this light, textural, delicately spicy white wine is finished at just 12.8% alcohol, yet remains quite dry. There is a pleasing saltiness to the mouthfeel, almost like an Albariño, and the finish is crisp and nicely detailed.",20.0,89,3,0.9487406220678322
86698,Wildewood 2013 Pinot Gris (Willamette Valley),"Bright fruit flavors of pear and tangerine light up the palate, set against tangy acids. A versatile, fresh and quite tasty young white wine, it's best enjoyed right now.",13.0,88,3,0.9487381017692988
84788,Casas del Bosque 2015 Gran Reserva Estate Bottled Sauvignon Blanc (Casablanca Valley),"A fierce nose displays strong notes of pyrazines, making this more love-it-or-leave-it than mainstream. Chunky on the palate, with a bit of flabby weight, it tastes of briny citrus, jalapeño and bell pepper. This is within the norms for Chilean SB, but it might be too green and bitter for some palates.",17.0,87,3,0.9487341243546075
24740,Bodega NQN 2010 Malma Pinot Noir (Patagonia),"Lean and angular on the nose, with crisp cherry and rhubarb aromas. Surprisingly elegant in the mouth, with citrus notes, zesty raspberry, clean cherry and a lightness of being. Nice in an unassuming way, with a touch of complexity.",12.0,87,3,0.9486783735860014
31834,Iby 2015 Rosé (Burgenland),"Shimmering with the palest salmon pink, this is a softly scented, restrained but very refreshing rosé. Absolutely dry, it majors on fresh lemon notes with tart inflections of red currant. The slightest fizz helps the freshness even more. Lovely.",18.0,91,3,0.9486673233510567
62815,Iby 2015 Rosé (Burgenland),"Shimmering with the palest salmon pink, this is a softly scented, restrained but very refreshing rosé. Absolutely dry, it majors on fresh lemon notes with tart inflections of red currant. The slightest fizz helps the freshness even more. Lovely.",18.0,91,3,0.9486673233510567
25629,Emina 2015 Verdejo (Rueda),"Citrus and green-herb aromas are as they should be for Verdejo. A chunky, slightly oily mouthfeel and pithy, salty flavors of citrus and stone fruits finish round in feel and briny in taste.",15.0,87,3,0.9486286052553874
59670,Foris 2011 Pinot Gris (Rogue Valley),"Although the 2011 vintage was difficult, Foris did particularly well with this lightly spicy, fruit-laden Pinot Gris. True varietal flavors of pear and apple are perfectly set against vivid acidity.",14.0,89,3,0.9486195289068465
523,Strauss 2016 Classic Pinot Blanc (Steiermark),"Although a flinty touch of reduction still hangs on the nose, freshness and verve await underneath. The palate is juicy, slight, dry and very refreshing. It offers a slender, lemony expression of Pinot Blanc with a clean-cut finish.",18.0,89,3,0.9486159008979048
87639,Strauss 2016 Classic Pinot Blanc (Steiermark),"Although a flinty touch of reduction still hangs on the nose, freshness and verve await underneath. The palate is juicy, slight, dry and very refreshing. It offers a slender, lemony expression of Pinot Blanc with a clean-cut finish.",18.0,89,3,0.9486159008979048
80441,Lumos 2013 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),"This is certified organic, from one of Oregon's leading vineyards. Somewhat muted in this cool, wet vintage, it's nonetheless a sturdy effort with a potent herbal component. The stiff red fruits conjure up a tart cranberry and cherry mix.",45.0,89,3,0.9485910508171855
114588,Benziger 2000 Pinot Gris (Oregon),"Strikes a middle-of-the-road pose, combining a nice apple and watermelon fruitiness with a little softness, a little sweetness and enough acidity to make it balanced. It's an easy wine to like and to pair with casual foods.",20.0,85,3,0.9485896744411048
79583,Condesa de Leganza 2007 Sauvignon Blanc (La Mancha),"Generally speaking, this a neutral wine that makes no impression. It shows pine and generic citrus on the nose, followed by equally generic apple and orange flavors. Waxy and drying on the finish, with limited scope and depth. Drink right away, if at all.",12.0,83,3,0.9485815399456676
38673,Carlos Serres 2012 Serres Viura (Rioja),"Pithy citrus aromas are plump but wayward. This feels a bit flabby but holds it together for the most part. Flavors of citrus fruits, melon and green herbs are good in the most basic sense of the word.",10.0,84,3,0.9485741228109129
107004,Asuncion Ridge 2012 Sauvignon Blanc (San Luis Obispo County),"There's a hit of green gooseberry flavor in this dry, tart Sauvignon Blanc. It has enough citus and tropical fruit ripeness to make it tasty, but it's still a bit green and unripe on the palate.",25.0,83,3,0.9485403496837703
16137,René Muré 2014 Signature Pinot Noir (Alsace),"Very pure notes of cherry and strawberry pervade this wine. They are perfumed with a slight conifer scent that spells freshness and lifted ease. The palate has an unforced, elegant concentration. This is charming and fresh, with convincing depth, purity and a lasting, fresh finish.",25.0,90,3,0.9485292536531462
100166,Seven Hills 2011 Pinot Gris (Oregon),"A glorious, grapefruity, lusciously fresh Pinot Gris, this new vintage from Seven Hills is made for a summer afternoon. This has notes of citrus and melon, with highlights of mint and a hint of pepper, keeping it lively and interesting all through the refreshing finish.",17.0,91,3,0.9485114715710189
90788,Manzwine 2014 Dona Fátima White (Lisboa),"Only recently identified, the Jampal is a rare and ancient local grape from the western Lisboa area, close to the ocean. It produces a crisp, tight and mineral-textured wine. This example is fresh, lively and bright with sliced apple and lime flavors and a fruity aftertaste. It is ready to drink.",25.0,88,3,0.9484892231735813
13031,Casa Silva 2015 Cool Coast Sauvignon Blanc (Colchagua Valley),"Snappy cool-coast aromas of wet stones and green fruits are pungent but not over-the-top aggressive. This is friendly on the palate, with moderate acidity. Flavors of green apple, lime and scallion finish mild and clean. Drink during 2016.",24.0,89,3,0.9484888994231563
42679,Undurraga 2013 T.H. Terroir Hunter Sauvignon Blanc (Leyda Valley),"Gritty, gaseous aromas are demanding. This SB offers up a citric, pulpy body and slightly bitter flavors of passion fruit, orange and tangerine. Citrus pith and related bitterness blend with citric acidity on the finish, but this wine is starting to fade.",20.0,87,3,0.948476660028811
116010,Taking Root 2006 Sauvignon Blanc (Cahul),"An easygoing, refreshing Sauvignon Blanc with minimal fanfare and a solid, herbal and grassy character. Overall, good fruit flavors and a clean finish. Pair with seafood or spicy curries for an extra kick.",8.0,85,3,0.9484649902944063
20750,Bernard Magrez 2014 Château des Muraires Rosé (Côtes de Provence),"This is so pale in color, it's almost a white wine in looks and in flavor. It has crisp white fruits with the merest touch of raspberry, backed by minerality and finishing with delicious juicy acidity.",29.0,89,3,0.9484460769617244
110887,Bodegas Julián Chivite 2011 Gran Feudo Rosado Garnacha (Navarra),"This wine is dusty on the nose, with aromas of red pepper flake, citrus and red fruits. It's fleshy in the mouth and showing grip along with flavors of pomegranate, pink grapefruit and tangerine. Solid, cleansing and dry on the finish. Drink now.",12.0,86,3,0.9484428668517126
10945,Pratsch 2013 Zweigelt (Niederösterreich),"Slight notes of green beans mix with faint cherry fruit on this light, easy-drinking red. In summer, it can be chilled and would work well as a picnic red. The Zweigelt spice adds more interest.",15.0,86,3,0.9483904403293787
112631,Pratsch 2013 Zweigelt (Niederösterreich),"Slight notes of green beans mix with faint cherry fruit on this light, easy-drinking red. In summer, it can be chilled and would work well as a picnic red. The Zweigelt spice adds more interest.",15.0,86,3,0.9483904403293787
109014,Johann Haart 2006 Piesporter Goldtröpfchen Kabinett Riesling (Mosel-Saar-Ruwer),"For fans of mineral, slate-driven Rieslings, this should be a hit. The aromas are of dusty slate, while the wine's flavors add petrol notes to the impression of liquid slate. Unlike many Mosel wines, there's not much in the way of fruitiness, despite the wine's plumpness. Imported by Chapin Cellars, LLC.",19.0,87,3,0.9483846972633527
79187,Fritsch 2014 Rosé vom Rosé (Wagram),"Citrus and soft red berry flavors are restrained on nose and palate of this pale, pink and slender rosé. But the bone-dry nature of the wine makes for great refreshment. Drink soon.",13.0,87,3,0.9483546522468688
108230,Long Meadow Ranch 2016 Rosé of Pinot Noir (Anderson Valley),"Very light in color and very crisp, clean and light in taste, this wine also delivers vivid raspberry flavors and great acidity. It stands out from the crowd for its elegance, balance and taut texture, while also delivering a mouthwatering finish.",25.0,90,3,0.9483480325258099
9407,Molí dels Capellans 2012 Trepat (Conca de Barberà),"This varietal Trepat is fresh and dainty on the nose, with strawberry aromas. A direct, pure, juicy palate is elegant, and, like the nose, this tastes of red fruits, raspberry and cherry included. A clean finish glides away with grace and length. Drink now.",25.0,90,3,0.9483420528891109
114979,Volver 2016 Tarima Rosado (Alicante),"This light-colored, alert wine with melon and nectarine aromas is confident up front. Cleansing acidity is the driver of a juicy, tangy and lean palate. Crisp flavors of pie cherry, currant and rose water finish fresh.",9.0,87,3,0.948219805820172
41480,Cobb 2012 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),"This is winemaker Ross Cobb's own family project, from extremely cool sites along the Sonoma Coast, including the family's own Coastlands vineyard. Here, with Rice-Spivak, he skirts the edge of ripeness, producing a light, bright wine that's at first hard to penetrate. Faint notes of tart cherry and pomegranate weave through like a fog, a seasoning of allspice on the finish.",75.0,92,3,0.9482049144335435
80479,Cobb 2012 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),"This is winemaker Ross Cobb's own family project, from extremely cool sites along the Sonoma Coast, including the family's own Coastlands vineyard. Here, with Rice-Spivak, he skirts the edge of ripeness, producing a light, bright wine that's at first hard to penetrate. Faint notes of tart cherry and pomegranate weave through like a fog, a seasoning of allspice on the finish.",75.0,92,3,0.9482049144335435
59917,Le Jaja de Jau 2008 Rosé Syrah (Vin de Pays d'Oc),"A refreshing rosé that's well worth the price. Wild strawberry, bubble gum and cherry are supported by tangerine-tinged acidity. Balanced and refreshing, an excellent summer quaffer.",10.0,85,3,0.9481616698773159
108893,Château de Berne 2015 Ludovic de Beauséjour Rosé (Mediterranée),"While the blend ranges widely across Provence, the wine itself is a classic light, fruity rosé. With its tang of citrus, bright acidity and touch of spice, it is a delicious apéritif style wine.",9.0,85,3,0.9480709464920476
62421,Martin Ray 2014 Rosé of Pinot Noir (Russian River Valley),"A pretty bouquet of wild strawberry invites one into this wine that's faint pink in color and pleasantly awash in citrus flavor and aroma. Mellow and long-lasting on the finish, it's refreshingly crisp in acidity and light in alcohol.",18.0,90,3,0.948008526188364
47427,Bodegas Faustino 2007 Faustino V Viura (Rioja),"Dry and clean, with straw, hay and other cava-like aromas. Take away the bubbles and this Viura is indeed like cava, so expect green apple, citrus and other crisp, lemony flavors. As varietal Viura from Rioja goes, Faustino has crafted a wine that's well above average and mildly complex.",12.0,87,3,0.9478436144172561
40025,Santi 2016 Infinito  (Bardolino Chiaretto),"Aromas of orange blossom and wild berry lead the way. The bright simple palate is on the slender side, offering suggestions of strawberry and cherry alongside vibrant acidity.",13.0,84,3,0.9477461472786154
15077,Waterbrook 2007 Rosé Sangiovese (Columbia Valley (WA)),"Clean, crisp and dry, this gentle rosé has a light and pretty strawberry candy color and the flavors follow right along, with a citrusy snap in the acids.",13.0,85,3,0.9462774705601736
58514,Domaine Uby 2012 Sauvignon Blanc (Côtes de Gascogne),"Tightly herbaceous and very crisp, grassy and citrusy, this is the epitome of cool, fresh Sauvignon Blanc. It's a light, bright, easy-drinking wine that's ready to go now.",11.0,86,3,0.9462405900930496
62598,Domaine Uby 2012 Sauvignon Blanc (Côtes de Gascogne),"Tightly herbaceous and very crisp, grassy and citrusy, this is the epitome of cool, fresh Sauvignon Blanc. It's a light, bright, easy-drinking wine that's ready to go now.",11.0,86,3,0.9462405900930496
13679,Sidebar 2015 Sauvignon Blanc (High Valley),"This is an outstanding choice for people who appreciate a really crisp and electric white wine. Lean in flavor and light in body, this wine is bright and refreshing to sip, alive with good acidity and light citrus flavors that light up all corners of the mouth.",20.0,90,3,0.9462214231656773
63060,Finca Sophenia 2014 Altosur Sauvignon Blanc (Tupungato),"This light and refreshing SB offers mild apple and citrus aromas, a snappy, citric palate and basic flavors of green apple and lime. As a whole, it's a cleansing but fairly standard wine.",12.0,84,3,0.9461926361053399
40384,Martinshof 2016 Zum Martin Sepp Rosé (Niederösterreich),"A touch of redcurrant plays on the lemony nose of this rather pale rosé. The zesty palate has an edge of white pepper and is both light and dry. Zippy with a crisp, appetizing finish, it's almost thirst-quenching.",15.0,89,3,0.9461876871850283
36870,Emiliana 2010 Natura Sauvignon Blanc (Casablanca Valley),"Pithy and citrusy on the nose, but ultimately it's rather neutral. The palate is citric and lean, with orange, lemon and sour apple flavors. Zesty to the point of tartness, with a citrusy, juicy finish. A pointed SB with zing.",11.0,86,3,0.9461769969076067
