,title,description,price,points,lda_label,0
71296,Nielson by Byron 2015 Chardonnay (Santa Maria Valley),"From Santa Barbara County's first commercial vineyard, this bottling offers a clean line of lemon butter, toast and oak on the nose. A strong burst of acidity kicks off the sip, where warm brioche and fresh lemon-spray flavors ride a chalky texture.",27.0,89,0,0.9526240428756569
91386,Ventisquero 2009 Reserva Chardonnay (Casablanca Valley),"Pretty good, sturdy and clean. The nose shows good white fruits and minerally notes, with a bit of toast. In the mouth, it's healthy and sweet, with tropical flavors of melon and papaya along with creamy pear. Finishes sweet, with some vanilla.",10.0,86,0,0.9526239576868423
881,X 2008 White X White (North Coast),"A little on the sweet side, but crisp in acidity, and front-loaded with pineapple, grapefruit, tangerine, honeysuckle and spicy vanilla flavors. Sauvignon Blanc, Muscat Blanc, Chardonnay and Roussanne.",15.0,85,0,0.9526239046038288
42042,Piro Piro Piccolo 2014 Pinot Grigio (Santa Barbara County),"Aromas of Golden Delicious apples, nectarine flesh, lemon-lime soda and poached pears drizzled lightly with agave syrup show on the nose of this wine made by Mike Roth. The palate offers apple and pear cider along with white peach and a steely, nearly gunmetal minerality.",20.0,88,0,0.9526238144037166
13310,Tower 15 2013 Grenache Blanc (Paso Robles),"With a very light, almost water-like color, this offers expectedly light aromas of honey and a tiny bit of nectarine flesh. It's also quite dainty on the palate, with lemon blossom water elements emerging mid-palate that evolve toward lemon pith, Japanese pear and a lingering finish. Altogether, it's quite interesting.",19.0,89,0,0.9526237935908719
33573,Alma Rosa 2014 Pinot Blanc (Sta. Rita Hills),"From a rare white grape in the region, this bottling shows ripe apple and pear flesh on the nose as well as tangerine juice, lime rinds and chalk. The palate is both dainty and candied, with Jolly Rancher sour-apple flavors woven into grapefruit-pith grip.",30.0,88,0,0.9526237696639447
60059,Arboleda 2016 Chardonnay (Aconcagua Costa),"Pleasant apple, peach and melon aromas show a coastal-based saline side note. In the mouth, this Chardonnay is tight, crisp and focused by pointed acidity. Flavors of melon, papaya and salt finish tangy and fresh, something that's normal for the Aconcagua Coast.",20.0,88,0,0.952623762167294
59315,Casa Montes 2009 Ampakama Chardonnay (San Juan),"Starts out strong with lemon, apple and other fresh-fruit aromas. The flavors are more mealy and warm, and the palate feel is oily. Citrus, apple, lemon and tropical fruit all make appearances, but overall the wine fades into mediocrity and pithy bitterness.",10.0,84,0,0.952623605057265
22365,McKinney 2014 Viognier (Santa Ynez Valley),"Hints of lime skin, squeezed pink grapefruit and touches of petrol and quinine hit on the nose of this wine from a newish regional producer. There's a strong pithy character to the palate, where apple skins and a nearly white pepper sensation trend toward a botanical profile. It's intriguingly racy.",20.0,87,0,0.9526235764414696
49950,Parxet 2011 Gran Reserva M.C. Sparkling (Cava),"White-fruit aromas of apple and green melon are slightly yeasty. This feels round, with enough weight and body to absorb amplified acidity. Flavors of melon and apple are dry and salty, while this is clean and secure on the finish.",30.0,89,0,0.9526235576279225
72728,Storm 2014 Sauvignon Blanc (Santa Ynez Valley),"A slight skunky, entirely pleasant aroma of damp herbs hits the nose first on this bottling by South African vintner Ernst Storm, then a slick rush of lemon-lime peels, ripe kiwi and green apple blossoms washes in. Flavors are driven by grapefruit and pomelo, with a wet-cement minerality.",24.0,91,0,0.9526235261748303
109932,Chilcas 2010 Single Vineyard Chardonnay (Casablanca Valley),"Apple and melony aromas rule the easygoing, tropical bouquet. Feels fresh and properly acidic, with pithy, citrusy flavors that vascillate between lime and nectarine. Feels good, bright and under control, with sweetness and citrus pith on the finish. 2,000 cases made.",18.0,88,0,0.952623492246476
60207,Hahn 2014 Pinot Gris (Monterey County),"Almost completely clear and crystalline as ice-cold water, this wine from a Santa Lucia Highlands-based producer shows apple blossoms, Asian pear flesh and white rocks on the clean, fresh nose. It's focused and tight on the palate, suggesting apple and pear peels with pomelo pith.",14.0,89,0,0.9526234704937911
95113,TerraNoble 2016 Reserva Terroir El Algarrobo Sauvignon Blanc (Casablanca Valley),"A note of grass blends with tropical aromas centered on passion fruit. Tangy, tight and citric, this offers flavors of green apple, tangerine, lemon and passion fruit. A light streak of green works its way onto the finish.",13.0,87,0,0.9526234699072499
41419,Coquelicot 2016 Estate Chardonnay,"The nose on this bottling leans a bit sweet yet remains zesty, with ripe apples, pears, lime sorbet and lemon-lime soda. But the sip is racy and sizzling with buoyant acidity, delivering tightly wound Bosc pear and Gravenstein apple flavors doused with citrus spray.",26.0,91,0,0.9526234537863308
101112,Quintay 2011 Clava Coastal Reserve Sauvignon Blanc (Casablanca Valley),"Nice yet quiet on the opening, with lime, apple and minerally aromas. Feels tangy, maybe a touch sharp and pointed, with standard Casablanca flavors of lime, bell pepper and green apple. Short and tangy on the finish, with washing acidity.",10.0,87,0,0.9526234005908414
91033,Silver Mountain 2013 Chardonnay (Santa Cruz Mountains),"Elegant aromas of pan-seared apples, cream, chamomile, browned butter, sea-salt caramel, cinnamon and cider play into the lush nose of this bottling. The apple-butter character consumes the lush palate, settling into walnut oil and marzipan. It's a richer style, and very well put together.",32.0,89,0,0.9526233261824404
27522,Scar of the Sea 2013 Bien Nacido Vineyard Block II Mount Eden Clone Chardonnay (Santa Maria Valley),"Salted lemon rinds, ice-cold apple, fresh-squeezed lime and white rocks show on this wine by the team of Mikey Giugni (Jack Creek Cellars) and Michael Brughelli (Bien Nacido). It's tight and bitter-leaning on the palate, with grapefruit pith and Brie cheese rind, but not overly sour, with some butter emergent on the finish. It makes for a complete experience.",46.0,92,0,0.9526232274130728
2117,Ministry of the Vinterior 2013 Chardonnay (Russian River Valley),"Low in oak and high in acidity, this wine skews tart and high-strung in terms of citrus and wet stone-like notions, offering a bouquet of lemon chiffon. A nice entry and finish surround a less-intriguing middle.",15.0,85,0,0.9526232152341992
89354,Lucas & Lewellen 2014 Viognier (Santa Barbara County),"Bright floralilty greets the nose on this bottling, which shows lime and grapefruit blossom as well as a lighter nectarine flesh. The palate is restrained and grippy, a tart take on the varietal, with lime sorbet, lemon peel and yellow-grapefruit flavors.",22.0,89,0,0.9526232102882844
10110,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),"Apple and peach aromas are dusty and lightly tropical. With no oak, fruit is all you get in this Chardonnay; flavors of apple, nectarine and melon run clean, sweet and ripe, while the finish is mellow and lands smack in the middle of the fairway.",10.0,86,0,0.952623203402442
62519,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),"Apple and peach aromas are dusty and lightly tropical. With no oak, fruit is all you get in this Chardonnay; flavors of apple, nectarine and melon run clean, sweet and ripe, while the finish is mellow and lands smack in the middle of the fairway.",10.0,86,0,0.952623203402442
42223,Roku 2013 Riesling (Monterey County),"Sweet on the nose with honeysuckle, golden honey, apple syrup and a touch of cement minerality, this wine is aimed at pairing with Asian food. The palate may be a touch too treacly for that, with rich honey-orange-vanilla elements.",12.0,84,0,0.9526231699926185
31150,Telmo Rodríguez 2015 Basa White (Rueda),"Apple, melon and other white-fruit aromas lead to a citrusy pulpy palate with good balance. Flavors of pithy citrus and green apple finish with a racy feel and notes of stone fruits and citrus peel. This is Verdejo with 10% Viura.",15.0,89,0,0.9526231565754588
61901,Latah Creek 2012 Familigia Vineyards  Sweet Riesling (Ancient Lakes),"The winery's first 'Sweet Riesling' is somewhat aromatically reticent for the variety with notes of lychee, jasmine and apricot. The palate lives up to the label though with sweet (70g/L residual sugar) apricot and fresh mango flavors that linger on the finish.",13.0,87,0,0.9526231395805017
41780,Bernardus 2000 Sauvignon Blanc (Monterey),"Passion fruit, citrus and other nice aromatics make for a pretty nose, which is followed by genuinely good and correct flavors such as grapefruit, lemon and citrus rind. The finish is also quite nice, with a certain roundness and acidity that makes it tantalizing and tasty.",15.0,89,0,0.9526231003727952
82758,Dancing Bull 2008 Sauvignon Blanc (California),"A nice, easy-to-drink Sauvignon Blanc marked by clean, crisp acids and dryish flavors of green apples and lemongrass, with just a touch of gooseberry. Versatile with goat cheese, grilled veggies, broiled chicken or a salad of bitter greens and fresh fruit.",12.0,87,0,0.9526230824182818
108246,Derby 2013 Fifteen 10 White (Paso Robles),"Gardenia, apple blossom, guava and marshmallow aromas are lifted by lime-like tension in this blend of 28% Viognier, 23% Roussanne, 17% Grenache Blanc, 17% Marsanne and 15% Picpoul Blanc. The palate is bright and crisp, with lemon, honeydew melon and guava flavors.",24.0,88,0,0.9526229251518287
26786,Thomas Fogarty 2012 Damiana Vineyard Chardonnay (Santa Cruz Mountains),"Mandarin orange Creamsicle, Cool Whip with vanilla bean and lemon-butter aromas show on the nose of this richer bottling from a winery that overlooks both Silicon Valley and the Pacific Ocean. Vanilla and butter also entertain the palate, but not in an overpowering way, boosted by cotton candy and a touch of dill-like herbs.",60.0,93,0,0.9526229166080994
99001,Robert Renzoni 2016 Vermentino (Temecula Valley),"Redolent on the nose, with bright and pungent aromas of lime peel, cut grass and passion fruit, this is an indicator that Vermentino could excel in Temecula. The strong smells tighten on the sip, showing white peach and cherimoya flavors that are restrained by a sharp acidity and wool-like minerality.",29.0,90,0,0.9526228830412377
8623,Testarossa 2011 Diana's Chardonnay (California),"This is a reserve-style bottling based on barrel selections of the winery's extensive portfolio. It's extravagant in tangerine, mango, peach and oak flavors, with leesy notes of yeast, new oak and buttered toast. With brisk acidity, it's a rich wine that should be enjoyed now.",59.0,93,0,0.9526228734534395
49117,Testarossa 2011 Diana's Chardonnay (California),"This is a reserve-style bottling based on barrel selections of the winery's extensive portfolio. It's extravagant in tangerine, mango, peach and oak flavors, with leesy notes of yeast, new oak and buttered toast. With brisk acidity, it's a rich wine that should be enjoyed now.",59.0,93,0,0.9526228734534395
7061,Thomas Fogarty 2012 Albutom Vineyard Chardonnay (Santa Cruz Mountains),"Creamy brie rind aromas mesh with scratched yellow grapefruit skin and a steely minerality on the nose of this small-batch bottling from a winery atop the appellation's ridgeline. Light and focused flavors of kumquat juice, iodine and lime skin satisfy the palate, and would be a perfect match for shellfish.",70.0,94,0,0.9526228467693774
34113,Thomas Fogarty 2012 Albutom Vineyard Chardonnay (Santa Cruz Mountains),"Creamy brie rind aromas mesh with scratched yellow grapefruit skin and a steely minerality on the nose of this small-batch bottling from a winery atop the appellation's ridgeline. Light and focused flavors of kumquat juice, iodine and lime skin satisfy the palate, and would be a perfect match for shellfish.",70.0,94,0,0.9526228467693774
58351,Asuncion Ridge 2015 Viognier (Paso Robles),"Made in a rather ripe style, this bottling hits the nose with yellow-apple custard, banana chips, bubblegum and mango-candy flavors. The palate is also quite ripe and a tad sweet, with apple blossoms, tropical candy and apple-soda flavors.",28.0,86,0,0.9526228372414595
12782,Bogle 2012 Chardonnay (California),"More than most wineries, Bogle knows how to make fairly priced varietal wines that stand up to the competition. The wine has plenty of Chardonnay character, with oak-infused tropical fruit, green apple and pear flavors. With production at 600,000 cases, it's a remarkable achievement. The fruit is from Clarksburg and Monterey County.",10.0,86,0,0.9526228086879144
87960,Bogle 2012 Chardonnay (California),"More than most wineries, Bogle knows how to make fairly priced varietal wines that stand up to the competition. The wine has plenty of Chardonnay character, with oak-infused tropical fruit, green apple and pear flavors. With production at 600,000 cases, it's a remarkable achievement. The fruit is from Clarksburg and Monterey County.",10.0,86,0,0.9526228086879144
57875,Boekenoogen 2013 Boekenoogen Chardonnay (Santa Lucia Highlands),"This wine from a family-owned and -run vineyard in the sweet spot of the appellation is shy at first on the nose, eventually offering fresh lime peel and white rock aromas. It's rather straight ahead on the palate, with lemon juice, nectarine and yellow apple flavors.",34.0,89,0,0.9526227710703805
107136,Line 39 2012 Sauvignon Blanc (Lake County),"Cecchetti Wine Company makes a lot of Line 39 Sauvignon Blanc, but does it well, offering an affordable wine that tastes great. Grassy and tropical, it's true to Lake County, with just a touch of New Zealand Sauvignon Blanc character. Crisp and easy to drink.",10.0,87,0,0.9526227702507096
36371,Viña Requingua 2010 Puerto Viejo Reserve Sauvignon Blanc (Maule Valley),"Fairly neutral on the nose, but clean and easy to get into. The palate offers good acidity and vitality for Maule SB, with tropical fruit leading the flavor profile followed by pithy green notes. Overall this is a good value white.",10.0,87,0,0.9526227074150023
42204,True Myth 2013 Chardonnay (Edna Valley),"Butterflies dance across the label of this Niven Family wine from their Paragon Vineyard, but it packs a flavorful punch too. Aromas of lime juice drizzled on apples, honeysuckle and a bit of struck match lead into broad flavors of cooked apples and chalk, all held together by lemony zest. It's pretty on the label and in the glass.",18.0,89,0,0.9526226852660019
67463,Dry Creek Vineyard 2011 Dry Chenin Blanc (Clarksburg),"Dry Creek has made yet another delicious Chenin Blanc at a screaming fair price. Pleasantly and conservatively sweet in smell and taste, it shows nice melon and pineapple flavors, with a fresh, creamy texture. Fermented in stainless steel, the wine has 0.6% residual sugar.",12.0,87,0,0.9526226836797366
61228,Emina 2015 Fermentado en Barrica Verdejo (Rueda),"Aromas of apple and hay are slightly oily but nice. Bright acidity renders this fresh and not too chunky, while flavors of dry oak, melon and salted apple finish steady, with a hint of lemon. If you are interested in barrel-fermented Verdejo, this is a good place to start.",35.0,90,0,0.9526226746809353
84708,Emina 2015 Fermentado en Barrica Verdejo (Rueda),"Aromas of apple and hay are slightly oily but nice. Bright acidity renders this fresh and not too chunky, while flavors of dry oak, melon and salted apple finish steady, with a hint of lemon. If you are interested in barrel-fermented Verdejo, this is a good place to start.",35.0,90,0,0.9526226746809353
21979,Rex Hill 1999 Chardonnay (Willamette Valley),"You'd never confuse this with a California Chard. Well, Anderson Valley, maybe. It's a cool-climate wine. Aromas of fresh, cold green apples, with what seems like an overlay of buttery oak. Brilliantly dry and crisp in the mouth. It's all about acidity here; flavors are secondary. Clean as a whistle, edgy, a nervously racy wine that practically cries out for shellfish.",17.0,88,0,0.9526226338324548
84368,HandCraft 2012 Inspiration White (California),"There's a sugary taste to this blend of French Columbard and Muscat that makes it pretty much a dessert wine. The orange, honeysuckle and white peach flavors are balanced with a crisp streak of green apple acidity.",13.0,85,0,0.9526226206615606
59031,Artadi 2014 Garnacha Blanca (Navarra),"Aromas of gasoline and white grapefruit skins lead to tangy palate with good grip and weight. This tastes waxy, bitter and citrusy, with a hint of tropical fruit. Zesty acidity livens up the finish, which runs fairly long.",20.0,88,0,0.9526225725588527
61981,Artadi 2014 Garnacha Blanca (Navarra),"Aromas of gasoline and white grapefruit skins lead to tangy palate with good grip and weight. This tastes waxy, bitter and citrusy, with a hint of tropical fruit. Zesty acidity livens up the finish, which runs fairly long.",20.0,88,0,0.9526225725588527
25720,Amici 2013 Sauvignon Blanc (Napa Valley),"Grassy and tropical in papaya and melon, this SB has a creaminess that gives it substance, surrounded by fig and apricot flavors that finish crisply in lemon zest. Made from half Sauvignon Musque and half Sauvignon Blanc, the wine was mostly stainless-steel fermented.",25.0,88,0,0.9526225595534089
73106,Lucia 2011 Soberanes Vineyard Chardonnay (Santa Lucia Highlands),"A very nice interpretation of coastal Chardonnnay, from this increasingly well-regarded vineyard. It's rich in notes of peach smoothie, pineapple tart, buttered toast, vanilla, honey and creamy lees, yet manages to finish dry. Brightened by crisp acidity, it never loses a sense of pin-pointed focus. Drink now.",50.0,92,0,0.9526225302276113
29762,Jorge Ordóñez & Co. 2014 Botani Moscato (Málaga),"Floral white-fruit aromas come with a pyrazinic scent of sweat. This feels solid, with modest acidity. Candied flavors of mango, lychee and melon blend with pyrazine-driven notes of grape skins and bitterness.",18.0,87,0,0.952622478466075
80282,Jorge Ordóñez & Co. 2014 Botani Moscato (Málaga),"Floral white-fruit aromas come with a pyrazinic scent of sweat. This feels solid, with modest acidity. Candied flavors of mango, lychee and melon blend with pyrazine-driven notes of grape skins and bitterness.",18.0,87,0,0.952622478466075
74290,Laroche 2011 Punto Niño Reserva Chardonnay (Casablanca Valley),"This new wine from the Laroche family of Chablis is a good, though standard, Chilean Chardonnay. Peach, ctirus and wax aromas lead to a round palate with ample acidity. It tastes like apple, banana and other tropical fruits, with sweetness and honey on the finish.",11.0,86,0,0.9526224597138273
107298,Bulgariana 2015 Unoaked Chardonnay (Thracian Valley),"Straw colored in the glass, this Bulgarian Chardonnay has aromas of custard apple, mango and lemon flowers. In the mouth, it has flavors of green apple, white peach and tropical fruit flavors, especially guava and mango. It is well rounded in the mouth with a soft finish.",12.0,90,0,0.9526224397897557
40233,Veranda 2007 Chardonnay (Casablanca Valley),"Pretty on the nose, with mild apple and pear scents. The wine shows good balance and body, with flavors of pineapple, apple and green melon. It's got all the fruit you could ask for, but some of that fruit is of the sweet banana and plantain family. Which for some means too sweet.",20.0,87,0,0.952622434116115
74990,Abadía de Tortoreos 2011 Albariño (Rías Baixas),"Mango, citrus and candied white-fruit aromas set up a weighty yet vital palate with melon, apple, citrus and gooseberry flavors. On the finish, mellow flavors of stone fruits and mild acidity create a pure, solid ending. Drink immediately.",19.0,89,0,0.9526223419715633
86660,Joullian 2012 Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),"Grapefruit pith, green apple and sea salt make for a striking nose from fruit grown on one of the appellation's older vineyards. Rich flavors of apple cream, lemon curd and salty caramel carry the palate.",35.0,88,0,0.9526223338621183
16784,Casas del Bosque 2013 Gran Reserva Sauvignon Blanc (Casablanca Valley),"Green aromas of lime and gooseberry are true to the winery, region and variety. This is round and not overly chiseled or cutting. Flavors of green fruits, passion fruit and lychee finish green, with hints of asparagus and bell pepper.",17.0,88,0,0.9526223032225068
70682,Vins El Cep 2016 GR5 Senders Xarel-lo (Penedès),"Apple and pear aromas are clean as a whistle. This is varietal Xarello, a key grape in Cava production. It is citrusy and minerally in feel, with lemon, tangerine and stony flavors mixed with a touch of yeast. A tight, exact finish is juicy and stony.",13.0,88,0,0.9526222858022484
75361,Peachy Canyon 2016 Concrete Blanc Viognier (Paso Robles),"This wine's clean lines of honey, chamomile, Gala apple and ripe Asian pear grow more tropical the longer it breathes. Its medley of flavors includes candied lemon, white peach syrup and melon, but a honey-laced chamomile tea note comes out strongest.",26.0,89,0,0.9526222843211068
65761,Nagy 2013 Pinot Blanc (Santa Maria Valley),"Coming from Bien Nacido Vineyard, this bottling of a rather rare grape shows brisk aromas of tonic, green pears, lime skins and warm concrete. The palate offers nearly grassy notes of lemongrass, tamarind, bergamot and other exotic citrus, making this a great alternative white wine.",24.0,89,0,0.9526222779986947
20219,Lusco 2012 Zios Albariño (Rías Baixas),"Mellow aromas of lees and white flowers shade simple citrus and melon scents. This is juicy and fresh in the mouth, with citrusy acids pushing tangerine and white grapefruit flavors. A citric finish is fresh but basic.",18.0,88,0,0.9526222591974272
18202,Kiona 2012 Ice Wine Chenin Blanc (Red Mountain),"Kiona's ice wines are legendary, and this latest is as excellent as any they've done. Butterscotch scents invite further exploration. As the wine coats the mouth, it comes into lush focus with brown sugar, molasses, vanilla, cooked banana and more butterscotch. It's low in alcohol, but maintains sufficient acidity to stay buoyant and lively. Residual sugar is a hefty 170 g/L.",25.0,94,0,0.9526222575568584
69260,Anaba 2013 Denmark Vineyard Chardonnay (Sonoma Coast),"Components of salty toffee and honey provide a luxurious texture to this otherwise floral, nicely balanced wine, a subtle cradling of oak never in the way of its tense minerality. Green apple and Meyer lemon make appearances along the way.",32.0,93,0,0.9526222362080043
72648,Davis Bynum 2010 Chardonnay (Russian River Valley),"A solid, flashy Russian River Chardonnay, rich in pineapple, kiwi, tropical fruit and oak flavors, and brightened by crisp acidity. With a creamy, buttery texture, it's a solid hit down the middle of the popular style.",25.0,87,0,0.9526222210245312
110131,Bernardus 2015 Griva Vineyard Sauvignon Blanc (Arroyo Seco),"Delicate and pretty hints of lemongrass, light cement and lime rinds show on the nose of this bottling. There is a distinct racy quality to the sip, where grassy flavors meet with strong lime and tart pear skins, all hinged to a very grippy texture.",22.0,89,0,0.9526222135110389
101988,Viña La Rosa 2010 La Palma Reserve Sauvignon Blanc (Cachapoal Valley),"Powdery on the nose, with aromas of sweet pear and lime. The palate is round and melony, indicating a warmer origin. Tastes a lot like basic Pinot Grigio; peach and green melon are the lead flavors. Finishes solid but soft, with lasting sweetness.",14.0,85,0,0.9526222123781185
22186,Amici 2012 Olema Chardonnay (Sonoma County),"New French oak brings plenty of buttered toast and vanilla to this sweet, rather simple Chardonnay. It's a wine with universal appeal, with bright pineapple, lemon-meringue pie and honeysuckle flavors.",15.0,85,0,0.9526220711976188
14834,Forgeron 2011 Ambiance Roussanne-Grenache Blanc-Marsanne-Viognier White (Columbia Valley (WA)),"Thoroughly delicious, this clever blend of Grenache Blanc, Roussanne, Viognier and Marsanne is a joyride of green and yellow fruit, citrus and pear, honeydew melon and sweet orange peel. It's complex and distinctive.",25.0,92,0,0.9526220586905199
68445,Bonterra 2009 Bartolucci Vineyard Muscat (Lake County),"Good price for a zesty, sweet dessert wine. It's a nice way to finish dinner over something with white and yellow fruit, vanilla and custard ingredients. Shows rich, honeyed orange, apricot and honey flavors, with tingly acidity.",16.0,88,0,0.9526220164212679
110938,La Rochelle 2010 Dutton Ranch Morelli Lane Chardonnay (Russian River Valley),"Upfront citrus, tropical fruit, peach and apple flavors mark this rich Chardonnay, plus notes of buttered toast and caramel. The opulence is balanced by crisp acidity and stony minerality.",65.0,92,0,0.9526219984321018
68243,Buena Vista 2011 Vinicultural Society Natalia's Selection Chardonnay (Carneros),"The best thing about this Chardonnay is the acidity. It provides a crisp counterpoint to the fruit and oak, which combine to flood the mouth with vanilla, buttered toast, honey, Meyer lemon, pineapple and nectarine flavors. Great to drink now with elaborate scallop and crab dishes.",40.0,87,0,0.9526219735644067
85320,Lapostolle 2012 Casa Grand Selection Sauvignon Blanc (Rapel Valley),"Lapostolle makes many excellent wines and quite a few good values; this Sauvignon Blanc from the warm Rapel Valley is not one of them. Like in prior years, this is bland and fleshy, with soft, wide, dull flavors of melon and sweet apple. And it's weak on acidity. 60,000 cases made.",12.0,83,0,0.952621966087954
51105,Claiborne & Churchill 2012 Estate Riesling (Edna Valley),"More than 30 years of making dry Alsatian wines in the Edna Valley are on display in this classic bottling. The varietal's familiar gasoline nose picks up lightness from fresh apple, crisp nectarine and a macadamia-marzipan touch. The palate is based on very balanced acidity, with flavors of buttered pear and lemon strudel.",28.0,90,0,0.9526218928545531
96935,Rideau 2014 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),"A light lemon-curd component decorates the tangy yogurt and fresh lily aromas on the nose of this bottling from a historic vineyard. It is very grippy on the palate, where the intriguing texture carries flavors of orange rind, tangerine pith, lime zest and a touch of pan-roasted pine nuts.",42.0,91,0,0.9526218864970928
47613,Jacob Williams 2012 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),"Fermented and aged in stainless steel, this single-vineyard wine brings notes of yellow apple and lees accented by tart acidity. While it provides some interest, it doesn't seem like all of the pieces have quite come together.",24.0,86,0,0.9526218842639196
67678,Rodney Strong 2011 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),"With just a tiny touch of oak, this wine's fruit and acidity star. It has flavors of Meyer lemon, lime, green apple, vanilla, honey and white pepper, brightened by zesty acidity. A nice cocktail wine to drink now.",15.0,87,0,0.9526218362069201
98789,Casas del Bosque 2012 Pequeñas Producciones Estate Bottled Sauvignon Blanc (Casablanca Valley),"Despite hot conditions in 2012, this manages to deliver pungent aromas of nettle, green herbs, passion fruit and pink grapefruit. It's clear and straightforward in the mouth, with passion fruit, lychee, lime and tangerine flavors. A long finish holds off on the bitterness while maintaining exuberance and pop.",36.0,90,0,0.9526218165711294
28873,Transcendence 2012 Rancho Santa Rosa Chardonnay (Sta. Rita Hills),"Pineapple, candied apple and a touch of guava jelly on toast achieve great aromatic balance on a rare Rancho Santa Rosa Chardonnay. The flavors are lush, not racy, and evolve in a mellow fashion, from apple to nectarine and then papaya.",34.0,92,0,0.9526218161703492
929,Gorka Izagirre 2013 White (Bizkaiko Txakolina),"Clean, peachy aromas set up a light, minerally, citrusy body. Flavors of gooseberry, lime and lemon hold steady and double up on gooseberry on the finish. Overall, this is round, minerally and elegant, but also slightly sour and edgy.",18.0,88,0,0.9526218095445709
92087,Las Valles 2013 Viura-Chardonnay (Cariñena),"Dusty smelling and a touch dilute on the nose, this Viura-Chardonnay blend displays aromas of green apple, citrus and vanilla. The palate is juicy, citric and clean, with tangerine, lemon peel and white grapefruit flavors. This is an ideal quaffing wine.",9.0,86,0,0.9526217526389951
49524,Three Rivers 2011 Chardonnay (Columbia Valley (WA)),"This marks a change in style from Three Rivers's 2010, with noticeably less new oak influence and a much smaller production. The green apple and pineapple flavors have some sharpness, and the barrel fermentation (just 15% new oak) adds a biscuit-like note of vanilla wafer.",18.0,87,0,0.9526217512460884
71661,Ritual 2013 Sauvignon Blanc (Casablanca Valley),"Ritual is Veramonte's top label from Casablanca and this wine is up to snuff. Grassy, green aromas of lettuce and tropical fruits set up a clean, medium-weight palate with grapefruit, gooseberry and lime flavors. A touch of bitter pyrazines rise up on the finish and dance with residual citrus notes and minerality.",18.0,90,0,0.9526217063440511
74335,Monte Xanic 2012 Chenin-Colombard Chenin Blanc (Valle de Guadalupe),"Monte Xanic puts out a number of solid wines at this affordable level. This blend features apple, citrus and mild sulfuric oiliness on the nose. The feel is correct and clean, while basic flavors of peach and apple carry onto a sweet-leaning finish where banana and pear notes linger.",16.0,87,0,0.9526216866145746
20767,Familia Mayol 2008 Vista Flores Sauvignon Blanc (Mendoza),"Small-production (300 cases total) SB from high-elevation vineyards with solid apple and citrus aromas. Basic but clean, with lemon, orange, grapefruit and nectarine flavors. Good for Argentina, which doesn't have much of a track record with Sauvignon Blanc. Drink now.",12.0,85,0,0.9526216467173281
45198,Txomín Etxaníz 2013 Getaria White (Getariako Txakolina),"If you like Txakoli's high acidity and spritzy feel, then this is one of the best on the market. Waxy aromas of honeyed apple, warm radiator dust and cider are complex and pure. In the mouth, malic acidity rules, while flavors of nectarine, green apple and stony minerals finish long and pure.",25.0,89,0,0.9526216098712217
5922,Sbragia 2006 Home Ranch Chardonnay (Dry Creek Valley),"Those used to the fabulous richness of Ed Sbragia's Chardonnays at Beringer might find this disappointing. It's a good wine, with the Burgundian formula of half-barrel fermention in new oak, malolactic fermentation and weekly lees stirring, so it has those winemaker-added notes of creamy, yeasty smokiness. Yet the underlying pear and apple flavors are a little thin.",26.0,86,0,0.9526215900816835
92048,Patz & Hall 2006 Chardonnay (Napa Valley),"A nice Chardonnay that feels pedigreed and well-made, with crisp acidity and a creamy texture framing very ripe tropical fruit and citrus flavors. The oak dominates, however, making the wine heavy in sweet, caramelized toast.",36.0,86,0,0.9526215768276566
12644,Chateau St. Jean 2010 La Petite Etoile Vineyard Fumé Blanc (Russian River Valley),"The oak influence in this 100% Sauvignon Blanc is strong, which gives it buttered toast and butterscotch flavors. Underneath the oaky veneer is a crisp, clean wine, with notes of lemon, lime, green melon and mango fruit.",22.0,86,0,0.9526215764534233
89886,Asuncion Ridge 2016 Viognier (Paso Robles),"Light honeydew and gardenia aromas show on the pleasant and clean nose of this well-restrained Viognier. The sip is as zippy and persistent with acidity as can be without losing the varietal character, allowing the ripe Gala apple and Anjou pear to show through the racy frame.",28.0,91,0,0.9526215680576178
101414,Kontos 2011 Gossamer White (Columbia Valley (WA)),"This is an unusual blend of Viognier, Chardonnay, Roussanne and Orange Muscat—quite different from previous vintages. Crisp and penetrating, it's a mix of lime, melon and kiwi flavors that are etched with skin phenolics, putting some delicious bite into the finish.",22.0,91,0,0.9526215364620959
85820,Wines Gone Wild 2014 Frank Johnson Sauvignon Blanc (Dry Creek Valley),"The appellation continues to impress with this variety, well showcased by this producer. White flowers and waxy apple form its character foremost, followed by lemon peel and zest. A dry, salty finish makes for a conclusively satisfying end.",14.0,90,0,0.9526214914718872
110431,Wines Gone Wild 2014 Frank Johnson Sauvignon Blanc (Dry Creek Valley),"The appellation continues to impress with this variety, well showcased by this producer. White flowers and waxy apple form its character foremost, followed by lemon peel and zest. A dry, salty finish makes for a conclusively satisfying end.",14.0,90,0,0.9526214914718872
